productId,Title,userId,Time,Text,Cat1,Cat2,Cat3
B000JWSO9I,Razbaby RaZberry Teether,A1BZ1CBTQH3JJ,1357171200,My 9-month old was chewing all of his pacifiers and I got this to prevent him from tearing all of them up - great product!,baby products,health baby care,teethers
B000052YIY,Vicks Vicks Vapo Steam Liquid Medication For Hot Vaporizers Cough Suppressant,AZZNK89PXD006,1357171200,"$13 might seem like a lot of money for a bottle of cold medication but it's really difficult to put a price on good nights sleep!I was a little put off by the price of Vicks VapoSteam but I didn't realize how long this stuff will last. This bottle, for my Vicks humidifier, will definitely last the entire winter season, so the price isn't so much when you think about it that way.I worried that the smell might be too strong or even irritating but it doesn't overwhelm at all, it's actually quite comforting as it just sort of lofts around my bedroom.I don't use it only when I have a cold but when my head or nasal passages are just stuffed up from daily allergies (my cats!:) or the dry, discomforting winter air that's so irritating to my nose. About 10 minutes after the humidifier is turned on, my breathing is so much easier and pleasant, I really appreciate this stuff.",health personal care,health care,cough cold
B0009STN8S,Duro-Med Deluxe Autoclavable Bedpan,AP55U4VKLL7LY,1357171200,"my mom uses this bedpan and it is literally a pain in the a$$$$, she has no choice to use but to use it since she cannot use her commode by her beside yet..",health personal care,medical supplies equipment,bathroom aids safety
B000G6BZJI,North States Pressure Mount Diamond Mesh Wood Gate,ACAJJ4AQ5KWMJ,1357171200,"I purchased this gate to block my dog out of the area where the cats are and it is total garbage. The ""locking system"" does not lock, it has to fit into one of their spacing, the pressure pieces on the side do not stick out far enough to actually brace against the wall. I tried for about an hour to install this and finally threw it in the trash. I have never written a review before but I have also never been this disappointed with a purchase.",pet supplies,dogs,doors
B000CQ4D50,"Annie's Homegrown Cheddar Bunnies Baked Crackers, 1-Ounce Snack Packs in 6-Count Boxes (Pack of 6)",A2IZ84URQB8FSY,1357171200,We only received one box of the 6 boxes of 6 1-oz snack packs and were charged $18.31. Very poor service.,grocery gourmet food,snack food,crackers
B0007CVAGO,"Nature's Answer - Valerian Root Alcohol Free, 1000 mg, 2 oz",A222AYV8FMGGST,1357171200,"I put a few drops of this in some chamomile tea and honey at night, read a bookand I fall right to sleep. Seems to work well. It does have a funky smellbut that's valerian. It dissipates.",health personal care,nutrition wellness,vitamins supplements
B000I40WAQ,"Paddington Bear 10""",A2N7ZWEBX1K1JQ,1357171200,"Wonderful detail, can stand on his own. Little paw pads under his boots even and black ears under his hat- real toggle coat- all felt cut out but very thick. This is very well made in my opinion.",toys games,stuffed animals plush,teddy bears
B000FGCY8K,"LeapFrog AC Adapter (Works with LeapPad2, LeapPad1, LeapsterGS Explorer, Leapster Explorer and Leapster2)",A1WBJEICQYA09M,1357171200,My two year old loves this. He is learning with it and wakes up in the morning ready to play it everyday.,toys games,electronics for kids,electronic toys
B00064436C,Sunsout The Last Supper 500 Piece Jigsaw Puzzle,A2U6ONTV9X1B8J,1357171200,"It is super. Person I purchased it for loves it. Challenging but not overwhelming; however, not recommended for younger age groups (less than 12 yrs old)",toys games,puzzles,jigsaw puzzles
B0002SC7CE,Fridge Words Magnetic Word Builder,A2J1RD0Q1NLOXS,1357171200,"My kid seems to like it a lot and we have had it for 4+ months and he goes back to it quite a bit, Definitely peaked his interest in spelling. I thought it was a little pricey for what it was but when he is happy, I am happy. And the fact that he still plays with it is good thing. Sometimes the letters are read incorrectly by the machine but that could be from abuse from the kid or god only knows what kind of dirt or grim gets in those things from sliding all over the floor.",toys games,electronics for kids,electronic toys
B000AY75F4,Planet Dog Orbee-Tuff Orbee,A18ML86GOFZA2C,1357171200,"I ordered the tuff orbee ball which I have for my other dog, and she absolutely loves it! Lasts forever! Unfortunately, I received the SOL ball instead. Not as good as the orbee (the one with the map on it), not as durable and much softer. Since I wasn't home when I received the package, the ball was given to my dog and he didn't have it for 1 hour before he slit it. Won't be able to return, obviously. Guess I'll have to leave strict instructions for when i'm not home.If you want a ball that lasts with aggressive chewing, I highly recommend the tuff orbee ball, not the SOL.",pet supplies,dogs,toys
B000Q4F84S,"Mens Designer Cologne By Giorgio Armani, ( Black Code EAU De Toilette Spray 2.5oz)",A2QKACZB3SVNVO,1357171200,This is a manly scent that women seem to love. Subtle but sophisticated. You can't go wrong having this in your collection.,beauty,fragrance,unknown
B000OCP19Y,4M Dynamo Torch,A17HXQ1H92HOK9,1357171200,"cool, and simple. it was easy to assemble only took about 5 min. works good it is noisey. good for kids.",toys games,learning education,science
B000IOBZ02,Zanies Cat Cheese Wedge Display with 60 Rainbow Furry Mice,A27D07ML6MVHZX,1357171200,We gave several boxes of these mice to the Humane Society and the kitties really love them. Thanks for a great product.,pet supplies,cats,toys
B0006NUI76,Melissa & Doug Wooden Family Doll Set,A135E5TTC2J20C,1357171200,This is a nice doll set. It fit the doll house perfectly and the kids love having the whole family. The only critique is that the dolls are a bit stiff. They can't stand and they don't sit in chairs very well. Still a very fun and imaginitive toy though.,toys games,dolls accessories,dolls
B000MCVGEA,Nutramax Dasuquin with MSM for Large Dogs - 150 Tablets,AUJ31SPBNKACP,1357171200,"My Lab has hip problems and taking Dasuquin has helped her tremendously, she also like the taste.Daisy says, &#34;They're GREAT!&#34;",pet supplies,dogs,health supplies
B000FFIL9C,Numi Tea Velvet Flowering Tea Chest 12-count chest,AZ34BCNZIEYLX,1357171200,I got this for them for xmas they are both avid tea drinkers they loved it and they used it right away 5plus atars,grocery gourmet food,beverages,tea
B000HK6BCE,Regalo Hide Away Double Sided Bed Rail - White,ANUYLA7CG4TSS,1357171200,When was putt ng t together the sl d peace was bent so not happy about that. hope t wors,baby products,safety,rails rail guards
B000FEQZXC,"SportDOG WetlandHunter 400 Yard Remote Trainer, SD-400CAMO",AVRZ3I2835R0V,1357171200,"This works awesome. I bought it for my bluetick and began using it for her about 5-6 months of age. Did not take long at all. I rarely ever have to actually shock her unless she's hunting. Other than that, a simple BEEP and she's running straight back. Holds a long charge and works at great distances. Will go beyond 400 yards depending on the terrain",pet supplies,dogs,training behavior aids
B000A3I2X4,"Revlon RV408 1875 Watt Full-Size Turbo Dryer, Black",AHPIAD7T6WFL9,1357171200,"I am a retired hairdresser ,for years I have found that Revlon blow dryers just keep going, this one is strong enough to get thick hair the heat is needs for a great blow out.I have my pro blow dryer but with tweenagers always around, having this for them to use at the house is great and nice to have in the guest bath. Very happy with the quality and durabilty.",beauty,hair care,styling tools
B000GP0NSI,BSN Syntha-6 Protein Powder,A38P85V4VBPHXY,1357171200,This stuff was great for a post-workout shake after my morning run. It's helping me get in shape before basic. Chocolate Milkshake is my favorite so far. Ps- Use skim milk- it tastes better:),health personal care,nutrition wellness,nutrition bars drinks
B0009OAHWI,Lolita Lempicka Perfume For Women by Lolita Lempicka,A29D0KVQM95RJK,1357171200,I have been told hundreds of times that I smell &#34;heavenly&#34;No exaggerationI have been using this perfume for a few years and I still love itHighly recommend,beauty,bath body,cleansers
B0006JLO1E,Marina Decorative Gravel - 1 lbs,A1M5UDH0UHCSA8,1357171200,"At time of purchase, I did not know the rule of thumb, that you need one pound of gravel per gallon of tank. So, when I realized I was still four pounds short, I bought more from petsmart. There, I paid less for four pounds than I did here for one. I had no idea that there were such differences...",pet supplies,fish aquatic pets,aquarium d cor
B0002AST9W,Nilodor Tap A Drop Original,A1BYLTATJ3ZLFR,1357171200,"The original &#34;Tap-A-Drop&#34; is still the best odor neutralizer that I have found in my 61 years. I have a new dog, and therefore have new odors to clean up. This works!",pet supplies,cats,grooming
B000KL7372,Sergeant's Vetscription 3.2-Ounce Hairball Remedy Cat,A1ICTRJYQ1X2J6,1357171200,My cats like this and it's a nice formulation - not too thick and not runny like some other brands. Thank you!,pet supplies,cats,health supplies
B0002HBMYY,"Kyjen Puzzle Plush Egg Babies Dog Toy, Fish, 5 Eggs",A26RQ1Q8TFDEQ6,1357171200,"Got this for my brothers dog at Christmas, with a room full of family, the people were as entertained by this learning toy as the dog was! He unwrapped it himself and watched as he was shown where the eggs were. Definitely a supervised game only, but he really tried to figure it out. Ate the feet off in a few minutes, but body still intact and eggs still working.",pet supplies,dogs,toys
B000AP0HY4,Angel Sales PosturePro Lumbar Support,A1IV92GST2Z9DD,1357171200,"The Angel Sales PosturePro Lumbar Support was very inexpensive, and exactly what it looks like. Just what I wanted and needed, pretty fair quality. I could see how continually removing and adding it to a chair may weaken some of the seams, but for a support that stays in one place, on one chair it should last for as long as you need it to.",health personal care,medical supplies equipment,braces
B0002YIQEQ,"Wondfo Pregnancy Test Strips, 25-count",A13H0PPWWAS5A2,1357171200,I was able to find out that I was pregnant before any of the drugstore test kits claim you can get a positive - well before a missed period. Sensitive and reliable.,health personal care,health care,family planning contraceptives
B000QA0EHI,Over Bed Table,A36TQQS7B7T5VI,1357171200,"Bought this for my husbands laptop, very sturdy works good. It is a little tall for use in a recliner unless you remove wheels. Better priced and sturdier than actual &#34;laptop tables&#34;.",health personal care,medical supplies equipment,beds accessories
B000CS966E,Wella Color Charm 50 Light Drabber 1.4oz,A3SANY33IJ9TNJ,1357171200,After reading other reviews here I had high hopes that this product would mean the end to brass in my dyed blonde hair. So I added two capsful to the L'Oreal extra light blonde tint/developer I buy at the drugstore. At first I was ecstatic at the cool ashy color I obtained after this process. But one week and two shampoos later the brass has started to reassert itself. What a disappointment! I've now ordered the Wella White Lady toner to see if its more purple color (as opposed to the blue in this one) will cancel out the yellow better and longer. Still I'd love to know why this Wella product essentially washed out. I did wait 48 hours before an initial shampoo.,beauty,hair care,hair color
B000E9BW18,Kid Galaxy Morphibians Stingray,A2OJCTT5WLB2HR,1357171200,"I was worried from the beginning when I received a banged up brown cardboard box with the car and remote thrown in plastic bags inside. No packaging. No instructions. Nothing. I removed the car and it was covered in dust. My first thought was that it was used, but after inspecting the wheels, I don't think it was because they were perfect.I put batteries in the remote and let my son play with it. At first it was fun. He ran it around the house and then outside, but within about an hour, the remote stopped working. Changing batteries did no good at all. Save your money.",toys games,electronics for kids,unknown
B000HHM2R0,Andis Small Pet Clipper Combs 9 Piece Set model #12860,A18S9QVTUCCE4E,1357171200,I have been clipping my Kerry Blue Terrier since I got him at the age of 4 months. He is now 5 years old. I have both an Andis and an Oster clippers. These clipper combs work for both. Great buy!!,pet supplies,cats,grooming
B000KS52D2,"""The Claw"" Electronic Candy Grabber Machine Arcade Game",A168O2YKPE9BE8,1357171200,"I thought having this at home would lessen the need for change at the doors of stores, but not so. This is just a way to practice for the bigger ones. That's O.K. because I too, enjoy the claw. The toy is a lot of fun for all.",toys games,electronics for kids,systems accessories
B000I6O6PG,"Coffee Masters Perfect Potful Chocolate Raspberry Ground Coffee, 1.5-Ounce Packets (Pack of 12)",A20RNI00FS9FUP,1357171200,This is good coffee and worked well with my Keurig Eckobrew. The raspberry flavor is not a good as the Godiva I had previously but is ok. I would also like it a little darker roast.,grocery gourmet food,beverages,coffee
B000GP5HP2,"BSN Noxplode 2.0, 2.48 Pounds",A1ITF0PG83BKLK,1357171200,To put it plainly I love this product NOW... But not in the beginning and really not for the first couple weeks. I had diarrhea so bad it sucked hahaha. After some research I found that this is common and learned of ways to use the product more efficiently. For example smaller doses and don't take it with creatin and don't dare drink any coffee before or after and any caffeine oriented drink. Also that the side effects will soon lessen. This is why I gave it 4 stars and not five. Hope this helps,health personal care,nutrition wellness,sports supplements
B000NZQ1KA,VTech - Genius Notebook,AFL9J6DAPKSM5,1357171200,"Excellent very good product works perfectly, very good my daughter still plays with it and I have more than three years that the purchase is in excellent condition and perfect.",toys games,electronics for kids,systems accessories
B000F96E1A,"Brown Medical SEAL-TIGHT Sport Cast and Bandage Protector, Arm",A3QE4W36TILKTS,1357257600,"Try keeping a cast on a 7 yr.old dry. A godsent.And the best price ever, elsewhere $ 30.00. how can anyone compete with$8.00.",health personal care,medical supplies equipment,bathroom aids safety
B000A40VY6,Neurosmith Sunshine Symphony,A3C82T4TLLIVK0,1357257600,"This toy plays a wonderful selection of music but it states that there are 2 modes of play and we have toggled between the 2 modes only to discover that there is really only 1 mode. We have replaced the toy with a new one thinking that it was defective and it was the same situation. Overall, we like it because the music is very nice to listen to. I just wish it worked as advertised.",toys games,baby toddler toys,music sound
B0002ZAGB6,The Buddy System - Hands Free Leash - Regular Dog System - Black Extend-A-Buddy,A3I19719HLM22V,1357257600,"What's better than being able to walk two dogs, drink a hot toddy and catch up with your friends on the phone. Multi tasking genius!",pet supplies,dogs,collars
B0000CDBPT,"Chef Paul Prudhomme's Magic Seasoning Blends ~ Magic 7-Pack, Qty. 7 2-Ounce Bottles",ABMM1URE5LJD4,1357257600,"Went to a restaurant on the Coast (Shaggy's) they have the best chicken sandwich I have ever had in my life. I ask how were the chicken breast seasoned? They told me Chef Paul. I had to have the seasoning. They have it in the local grocery store, but a little pricey. Ordered it on line for much better price",grocery gourmet food,pantry staples,herbs
B000BNB122,Little Helper Childrens Mop,A1RF522V9WGWX9,1357257600,MY GRANDDAUGHTER LOVES TO CLEAN SO WE BOUGHT THIS TO HELP HER OUT. PERFECT SIZE FOR HER AND SHE LIKES IT,toys games,dress up pretend play,pretend play
B000G0HF16,HALO Big Kids SleepSack Wearable Blanket Micro Fleece,A1YXLI5NI0WWAM,1357257600,It is so soft. But it looks like a little big for a four years old child.Maybe it fits US children.,baby products,nursery,bedding
B000IJNTZG,ROYAL Canin Treats for Dogs (17.6 oz),A2XZ2PLKORN5VY,1357257600,"Our dog is 15 yr.old and he will only eat these treats, being they are made of vegies don't mind his choice. Our vet. used to carry them but not many bought them so they were discontinued, being they were hard to find have to order from Amazon which makes it easy.",pet supplies,dogs,treats
B000GKU0TA,Papo Pachycephalosaurus,A15F2H8K7K5KP3,1357257600,"We ordered 2 of these dinosaurs for our son for Christmas. They are very well made and he was thrilled. If you're looking for dinosaurs, look no further!",toys games,action toy figures,figures
B000BV1O26,NOW Foods Magnesium Citrate 200mg,A1NG74QJX6DKKZ,1357257600,"If you're one of those people that the doctor has advised to add this component to your diet, then this is a very good value for your money. Make sure you take it with plenty of liquid as it doesn't taste so good when it's stuck sideways and starts to melt.",health personal care,nutrition wellness,vitamins supplements
B00004R8LL,Animals on the Farm 24 Piece Wooden Jigsaw Puzzle,A2PFN1SZ0GPW21,1357257600,"Melissa and Doug products all seem to be very high quality and this one was too. My granddaughter loves to do puzzles, and these wooded puzzles can really take the abuse.",toys games,puzzles,jigsaw puzzles
B000GL1DD6,Amazon.com,A1A9UE11NPRY6M,1357257600,Not only does my four year old love to look at herself...she gets to look at herself in something she created!! How could it be more perfect!! All the materials that came with it to decorate are high quality!! Highly recommend!,toys games,arts crafts,unknown
B0002AT464,Wire Rake Scooper for Grass,A30IISN5P0HTII,1357257600,"This was one of my first purchases as a homeowner....I decided on this item based on a few other wonderful reviews. It really does deliver. I have a larger dog, and I find this scoop can handle the ""situation."" I find it slides right under the business, without ripping all the grass up. I suggest it for anyone who has a yard and a dog... I would certainly replace this with an identical product if it broke, or was lost, or stolen, or destroyed in an act of God.Now that winter has appeared in the mid-west, I have discovered that the ""Wire rake scooper for grass"" is really best on the grass. Not the greatest on frozen ground...does OK on snow, but sort of useless on the hard earth, it can't get underneath the business. I think I'll have to consider another type for the winter. This doesn't take away from my opinion of it, as it is clearly listed as ""wire rake scooper FOR GRASS.""",pet supplies,dogs,litter housebreaking
B0001MIPXQ,Thomas And Friends Wooden Railway - Figure 8 Set Expansion Pack,AS18UUN3C8DEJ,1357257600,Got my 2 year old the Figure 8 and this Expansion pack and it provides plenty of track for him and many different ways to build. It is a terrific starter addition. Just get it on sale and it is worth the money!,toys games,vehicles remote control,play trains railway sets
B0002DK2DU,"Omega Paw Self-Cleaning Litter Box, Green and Beige",A1J1B4YYCOQ8EI,1357257600,"I hate to scoop. This litter box makes life easier, especially with 3 cats. (Long story but I have a soft heart and new felines keep needing someone to care for them.) I own two of these boxes. I hope that Omega will make the boxes a bit sturdier in the next generation but thus far these have proven solid for our family. If someone makes a better litter box than this, I'll buy it. Two even.",pet supplies,cats,litter housebreaking
B0002DK2DU,"Omega Paw Self-Cleaning Litter Box, Green and Beige",A22O1Y4E2FTN96,1357257600,"I was skeptical that it would be so easy, or that the two halves would actually stay together when it rolled, but it works as advertised. Makes my life easier.",pet supplies,cats,litter housebreaking
B00076HTME,Quick Bath for Small Dogs (10 Count),A33FFEQSYL4WB7,1357257600,Exactly as orderednubby Nyah h ynhnh. Huh a. Ann sauna Jane hand at viva nouns junta n using Khg,pet supplies,dogs,grooming
B0002AT464,Wire Rake Scooper for Grass,A31UUVP725EFEL,1357257600,"I used to use the claw-type pooper scoopers, and I really like them, but they tend to only last 3-9 months before the plastic breaks apart. I was looking to see if there was a metal version, and I came across this one. The photo was a little unclear, so I thought it was a claw-type like my old ones, just made of metal instead. It's not. It's a rake, single-sided, and I expected to hate it. Surprisingly, I kind of like it. The rake is angled so that poop stays in it until you're ready to dump it into a bag. In some ways, it's more efficient than the old plastic claw-type scoops, in that it can pick up more in one swoop. My only complaints are (1) the tines do tend to get stuck in grass sometimes (or, in my case, on the threads binding the large swaths of artificial turf in my backyard), and (2) the handle is a little uncomfortable after scooping for a while. For the second half of the yard, I had to alternate hands because mine were getting sore from the handle. Aside from that, I like it, and expect that it will last longer than my other ones (fingers crossed).",pet supplies,dogs,litter housebreaking
B0008ENT8I,"ProVersa JWM6CF Wall Mount Hair Dryer with 2-Speed and 3-Heat Settings, 1600-Watts, White Finish",A5B4F3T392BGH,1357257600,"We purchased the first Jerdon wall mount dryer about 10 years ago. I have severe arthritis and like how much power is available in such a small, lightweight, wall mountable unit. It drys my thick, medium length,colored hair very quickly.We liked it so much that we purchased two more as replacements in case Jerdon was no longer manufacturing them when the original one went out (also to avoid putting new holes in the wall). Well, about 6 1/2 years later, the first one stopped working - after warning us with a burning smell. My husband said I should have kept the air intake a bit cleaner. Given how long previous hair dryers have lasted, we were pleased with that life span.We just finished remodeling our master bathroom and no longer want a wall-mountable unit, so it is being installed in the guest bathroom. It can fit in small spaces leaving the bath counter free for our guests. I highly recommend this dryer.",beauty,hair care,styling tools
B000FK3WDC,Multi Voice Changer by Toysmith,AC9UZF6OLJ4S9,1357257600,"It is supposed to change your voice, I know but several family members have tried it and every setting sounds like a struggling Darth Vader. Boy still had fun with it for a while but it lost it's appeal quickly due to the fact no one could understand what you were saying, voice change or no.",toys games,novelty gag toys,gag toys practical jokes
B0002V84TQ,Lil' Doll Cradle,A2O0QIPD0VVJ5P,1357257600,Our granddaughter loved this for her baby doll!! It was made and adorable! It was perfect for her! she lives to put her baby to sleep in thus cradle!,toys games,dolls accessories,doll accessories
B00007FCQ1,Blue Lizard Regular Suncream 30 Plus,A3NHZR8IQ92VE9,1357257600,The was recommended by my dermatologist. I know it's a great product but it's just so expensive. To prices for my purse.,beauty,skin care,sun
B0009DVUMK,Cranberry Tea by Alvita - 24 Bags,A3LOF36J57ZBL1,1357257600,I bought this product hoping that it would ease my hot flashes. Consistently used this product for a few months with no changes or let up of hot flashes.,health personal care,nutrition wellness,vitamins supplements
B000Q6BFF2,Source Naturals Astaxanthin 2mg,A2VVU7EL9LGML0,1357257600,Have not had a chance to really take this as directed due to illness...but I'm on it!! No problems so far though!,health personal care,nutrition wellness,vitamins supplements
B0006TZD3Y,Star Wars E3 BF27 MACE WINDU,A24CQG2GW54AK9,1357257600,"This was also a gift for a great grandson. He seemed quite pleased when he opened the package, and I noticed him playing with it later.",toys games,action toy figures,figures
B000KUHFGM,Marpac Dohm-DS Dual Speed Sound Conditioner,A2EY4HUW4HB59A,1357257600,"I cannot sleep without some background noise, a radio keeps me awake listening, a fan is too breezy all year, etc. cheaper sleep machines have weird noises like chirping birds or running water on a looping repeating soundtrack and those annoy me.This is from I think air flowing thru the machine, can make some adjustments to tone and a little volume up or down. I slept wonderfully!!Small and compact.Highly recommend",health personal care,baby child care,health care
B000BNTERG,Graviola Wild Crafted Amazon Therapeutic Laboratories 1 oz Liquid,A1W1ISAJUY94BR,1357257600,"I bought these tea leaves to Use in my reusable kuerig KCup in the coffee maker. I am not an herbal tea lover, but wanted to try it for it's properties, as I have been having health problems the last few years. the flavor us a bit woodsey, but with lemon and honey added, I found the flavor to be pleasant enough.",health personal care,nutrition wellness,vitamins supplements
B0002C7FHC,"PetSafe No-Bark Collar, PBC-102",A25F7A42OORY3S,1357257600,This product left open wounds on my medium sized Jack Russell's neck. This is an inhumane product that has caused her pain and a possible infection.,pet supplies,dogs,collars
B00025WYKC,Lotil Original Cream Nail Treatment Products,AVTAYARZ335RR,1357257600,"Love this lotion, especially in the winter for dry hands. Highly recommend it for anyone who gets really dry skin.",beauty,skin care,hands nails
B000F3V2MW,Alex Toys My First Sewing Kit,A1GOSLJ2V9KO3L,1357257600,"My daughter loved this gift. It's simple, easy to learn for young, beginner sewers. Really nice for the price. Well Worth the money. Cute box for storage.",toys games,arts crafts,craft kits
B000PKYC3G,Swiss Navy Swiss Navy Water Based Lube,A6RINSGHMSU4F,1357257600,"This product is becoming difficult to find a regular stores here in the bay area of san francisco,caI don't have to travel to buy it.",health personal care,sexual wellness,safer sex
B0006GK6X4,Auto Inflate - Whoopee Cushion,A3VSQ94GQWE1RK,1357257600,Go to the Dollar store and buy one there. Those are still 2 weeks later working. This one broke the first day.,toys games,novelty gag toys,gag toys practical jokes
B000NYT1M6,Bruder Mack Granite Dump Truck,A2LSBL6LGS3CPN,1357257600,My 8 yr old grandson loves this toy. We have bought him a lot of Bruder toys and he has loved them all. And they hold up through his rough playing.,toys games,vehicles remote control,play vehicles
B00021E4EA,Anthony Logistics for Men Body Cleansing Gel,A1ZT405JWLUK67,1357257600,The Holiday Eucalyptus Mint Body Cleansing Gel by Anthony Logistics is a nice body wash. You can definitely feel the energizing tingle of the Eucalyptus Mint. Would recommend to anyone that's looking for that type of energizing body wash.,beauty,skin care,body
B000GHYTUY,ROCHAS MAN For Men By ROCHAS Eau De Toilette Spray,A1HZYG41AAUCRH,1357257600,My husband loves this product. It arrived in plenty of time for Christmas and was well wrapped and protected from damage. Well done Folks!,beauty,fragrance,men s
B0006PJRJO,Essie Nail Polish .5 oz.-Silver Bullions,A2LQMEI08F4KT8,1357257600,"When I opened the bottle, this looked a little like a brown and I am NOT a brown polish girl. Once I put it on, I was relieved and excited! Love this color!",beauty,makeup,nails
B00011JL3A,China Glaze Nail Lacquer with Hardeners,A1ICKAWVLDNURL,1357257600,"I'm a little embarrased to admit that Ingrid is the first CG Polish I've ever owned.... despite being a lover of all things polish. being a single mom on a budget, i originally set a pretty low limit on the amout im allowed to spend on a bottle of polish. But after a while I realized it was worth it once in a while. I may be the queen of drugstore cosmetics, but I certainly see the value in buying a good brand like CG. You get what you pay for, and I do think my beloved ingrid was worth it. The color is beautiful, the formula is great, and its wearability is awesome. In person, the color is different to me than the swatches...as most bloggers will tell you. But, unlike some, I love the color in person. Kinda muddy, in a good way, with gold micro shimmer. This may just be the beginning of a love affair between me and China Glaze",beauty,makeup,nails
B000BNQC58,Cloud b Twilight Constellation Night Light,A1BX4QL7FI1UJW,1357257600,"good for gift, kids love it adn i want one now for my bedroom, this products is lovely!!! it is the perfect gift",baby products,gifts,unknown
B0002UW3G2,Shikai Cucumber Shower Gel Trail,AT4J0HAFX56XY,1357257600,This Moisturizing shower gel made a good stocking stuffer. It smelled good and was just as advertised and arrived quickly.,beauty,bath body,cleansers
B000066HU1,Insect Lore Creature Peeper,A11RQACBV15C64,1357257600,"I didn't like it, the bugs when they are alive move to much and it makes it hard to watch.",toys games,learning education,science
B0007XBHMU,Lionel Thomas And Friends O-Gauge Train Set,AJF2HZ4ON8NY,1357257600,product was received as expected and was received on time. The product worked just the same way as advertised on the video,toys games,hobbies,trains accessories
B000J1AD8Y,Essie Spring '06 Collection,A2LQMEI08F4KT8,1357257600,"When I opened the bottle, this looked a little like a brown and I am NOT a brown polish girl. Once I put it on, I was relieved and excited! Love this color!",beauty,makeup,nails
B00012O42W,Educational Insights Design and Drill Activity Center,A3RMTM27TC6GIK,1357257600,It was opened and enjoyed immediately (after batteries were installed for drill!).Only difficulty was finding a screwdriver to open the battery case.,toys games,baby toddler toys,unknown
B000AQ7ME6,Maxell Watch Battery Button Cell LR41 AG3 192 Pack of 10 Batteries,A1CUNCH9J0NC70,1357257600,"My mom gave me an ornament that played &#34;Here comes santa claus&#34; when you clicked it. It had long since died, but this year I decided to take it apart and fix it. These fit the bill perfect!",health personal care,household supplies,household batteries
B00028OU1U,Evening Primrose Oil 1300mg Royal Brittany Twin Pack - 60+60 - Softgel,A1335269OYXNPS,1357257600,"The reason that everything was better back when everything was worse is that when everything was worse, it was actually possible for people to have experiences that were a pleasant surprise. Nowadays, the world we live in -- we affluent, industrialized citizens, with perfection the expectation -- the best you can ever hope for is that stuff is as good as you expect it to be. You will never be pleasantly surprised because your expectations, my expectations, have gone through the roof. The secret to happiness -- this is what you all came for -- the secret to happiness is low expectations.",health personal care,nutrition wellness,vitamins supplements
B000CCDBRK,OXO Good Grips All-Purpose Squeegee,A2CO05828PUVPE,1357257600,"I don't know what I was really expecting, but this squeegee works very, very well. It took me about 10 seconds to wipe down the glass doors after showering today, and it did a great job... totally dry afterwards. Big plus is the fact that the squeegee came with a suction cup holster that keeps it handy on the shower wall. Great purchase.",health personal care,household supplies,cleaning tools
B000NYT1M6,Bruder Mack Granite Dump Truck,AEXA7G578853B,1357257600,I already responded to this rating but it was on the wrong account it was on the account of the person they were mailed to. But I was very pleased and my grandson loved the truck.,toys games,vehicles remote control,play vehicles
B00000K3SP,"Silver Plastic Toy Trumpet 16.5"" by Bontempi",A2TB9WSN1TWQG3,1357257600,"My two year old grandson is fascinated by all brass instruments. His father plays the trumpet. So we asked him if he wanted Santa to bring him a trumpet and he said YES!He goes to sleep with his trumpet and it goes everywhere with him.It is very easy to play I like the fact that it is so true to life. The sound that comes out is pleasant and not blasting. Now he wants a trombone. Sooooo... Bontempi, please make one for little guys!",toys games,dress up pretend play,pretend play
B00009WO07,Pampers Baby Dry Diapers (Packaging May Vary),AJWU3QRMVAVTH,1357257600,"Well, I don't see why people can't just leave a good product alone! This WAS a good product but this box of diapers has a bad smell. It's like Pampers has added a perfume or fragrance and now the diapers smell really bad! My son had bad diaper rash & I feel the perfume/fragrance delayed the healing of and maybe even inhibited the healing process.Not good! Will be looking for a new brand of diapers! Will never buy Pampers baby dry again and am very disappointed!",baby products,diapering,disposable diapers
B000EUD9KE,Pacific Play Tents Club House Tent #60800,A3OEDQY2IYAJXW,1357257600,"my 6 year old loves this. he had a smaller tent that is for younger children that he outgrew. this tent is much larger than i expected... which is great! even my 9 year old enjoys it. we can all 3 fit in the tent to play, and have room to spare.it's nice quality and appropriate for many ages.",toys games,sports outdoor play,play tents tunnels
B00001QEE0,TY Beanie Baby - WHISPER the Deer,A1LHZ8MXLUXH87,1357257600,"My daughter loved this toy from santa it is of good quality and very loveable. We got the larger baby deer as the ""mom"" on amazon from another supplier. It has been a bit hit!",toys games,stuffed animals plush,animals figures
B000063XMN,SpongeBob SquarePants Sno Cone Maker,A1DZTVA9YV42DG,1357257600,This little happy face makes them smile. The four year old makes the snowcones for the younger ones.She is happy to do so....,toys games,dress up pretend play,pretend play
B0006NX1T8,"CLic Adjustable Front Connect Reader, 2.00 Strength",A25QT0ABTN9QTB,1357257600,"Bought these for my husband who is always leaving his glasses everywhere and then it was a mad search around the house or office to find them....so irritating. A friend of his had these glasses and I just had to give them a try....bought him 2 pair for christmas and they are a hit! He puts them on in the morning and they just stay there, ready when he needs them, but if he doesn't, he simply pulls them apart and lets them hang around his neck. They are so lightweight that he doesn't feel them weighing him down. They are little pricier than others but well worth the cost....Great product!!",health personal care,personal care,eye care
B000HQ0L2E,MANGROOMER Do-It-Yourself Electric Back Hair Shaver,A2L9RRGLE2I644,1357257600,"This product has been advertised on t.v. It really works, allowing a person to reach the areas that are almost impossible to reach.",health personal care,personal care,shaving hair removal
